acc	evalue	score
QHE01035.1	3.5e-216	730.6
QHI85108.1	3.5e-216	730.6
QHX01982.1	3.5e-216	730.6
QIH71237.1	3.5e-216	730.6
QJI71299.1	3.5e-216	730.6
QLD09660.1	3.5e-216	730.6
QLD38648.1	3.5e-216	730.6
QLV32902.1	3.5e-216	730.6
QNB21415.1	3.5e-216	730.6
QSB79567.1	3.5e-216	730.6
QSB85072.1	3.5e-216	730.6
QSB94527.1	3.5e-216	730.6
QSF24741.1	3.5e-216	730.6
VDZ66011.1	3.5e-216	730.6
QJB54322.1	3.6e-216	730.6
AKL18904.1	3.6e-216	730.6
AKL57251.1	3.6e-216	730.6
ASK01507.1	3.6e-216	730.6
AYL49065.1	3.6e-216	730.6
AYY49657.1	3.6e-216	730.6
QAR67495.1	3.6e-216	730.6
QBI28378.1	3.6e-216	730.6
QBL01166.1	3.6e-216	730.6
QFI13438.1	3.6e-216	730.6
QFI29804.1	3.6e-216	730.6
QLN75424.1	3.6e-216	730.6
QMI75775.1	3.6e-216	730.6
QNB41784.1	3.6e-216	730.6
QNC76489.1	3.6e-216	730.6
QNC96265.1	3.6e-216	730.6
QND01411.1	3.6e-216	730.6
QND11820.1	3.6e-216	730.6
UAN36256.1	3.6e-216	730.6
BAI33073.1	3.7e-216	730.5
QBC00730.1	3.8e-216	730.5
QLM97735.1	3.8e-216	730.5
AHM32286.1	3.8e-216	730.5
AHM36830.1	3.8e-216	730.5
AHM41429.1	3.8e-216	730.5
QEP58868.1	3.8e-216	730.5
QEQ85288.1	3.8e-216	730.5
ATX97747.1	4.2e-216	730.4
AUU28511.1	4.2e-216	730.4
AYL44542.1	4.2e-216	730.4
QJT77865.1	4.2e-216	730.4
QKX84011.1	4.2e-216	730.4
QDK87977.1	4.2e-216	730.4
AKZ82378.1	4.5e-216	730.3
QFH34128.1	4.5e-216	730.3
QFH98711.1	4.5e-216	730.3
BBI97651.1	4.5e-216	730.2
QGU17295.1	4.6e-216	730.2
AGY86452.1	4.7e-216	730.2
AJO85846.1	4.7e-216	730.2
ALT51715.1	4.7e-216	730.2
ALX54673.1	4.7e-216	730.2
ALX59892.1	4.7e-216	730.2
ALX64672.1	4.7e-216	730.2
AML07060.1	4.7e-216	730.2
AML11706.1	4.7e-216	730.2
AML16728.1	4.7e-216	730.2
AML21665.1	4.7e-216	730.2
AMM38771.1	4.7e-216	730.2
AMQ53587.1	4.7e-216	730.2
AMX13543.1	4.7e-216	730.2
AMX31354.1	4.7e-216	730.2
AMX34071.1	4.7e-216	730.2
AMX41863.1	4.7e-216	730.2
ANK04328.1	4.7e-216	730.2
ANK50966.1	4.7e-216	730.2
AQV25765.1	4.7e-216	730.2
AQV57097.1	4.7e-216	730.2
AQV64072.1	4.7e-216	730.2
AQV74242.1	4.7e-216	730.2
AQV85341.1	4.7e-216	730.2
AQV99893.1	4.7e-216	730.2
AQW07032.1	4.7e-216	730.2
AQW11747.1	4.7e-216	730.2
AQW19688.1	4.7e-216	730.2
ARA66390.1	4.7e-216	730.2
ARR66263.1	4.7e-216	730.2
ART41845.1	4.7e-216	730.2
ARX23866.1	4.7e-216	730.2
ASA45123.1	4.7e-216	730.2
ASC16972.1	4.7e-216	730.2
ATV48712.1	4.7e-216	730.2
AVN37459.1	4.7e-216	730.2
AWO27491.1	4.7e-216	730.2
AWR76371.1	4.7e-216	730.2
AWZ79537.1	4.7e-216	730.2
AXZ01010.1	4.7e-216	730.2
AXZ80670.1	4.7e-216	730.2
AZH41321.1	4.7e-216	730.2
AZH56687.1	4.7e-216	730.2
AZH61976.1	4.7e-216	730.2
AZH67370.1	4.7e-216	730.2
AZH87579.1	4.7e-216	730.2
AZU44131.1	4.7e-216	730.2
BAI57174.1	4.7e-216	730.2
BBF17212.1	4.7e-216	730.2
BBQ97504.1	4.7e-216	730.2
BBS70055.1	4.7e-216	730.2
BBU73084.1	4.7e-216	730.2
BBU92685.1	4.7e-216	730.2
CDN84616.1	4.7e-216	730.2
QAV64276.1	4.7e-216	730.2
QAY46790.1	4.7e-216	730.2
QAY51483.1	4.7e-216	730.2
QAZ93203.1	4.7e-216	730.2
QBC15459.1	4.7e-216	730.2
QBG45025.1	4.7e-216	730.2
QCX63055.1	4.7e-216	730.2
QGA34517.1	4.7e-216	730.2
QIL96698.1	4.7e-216	730.2
QIM06271.1	4.7e-216	730.2
AUY75381.1	4.8e-216	730.2
QBF85713.1	4.8e-216	730.2
QEY57292.1	4.8e-216	730.2
QFH51997.1	4.8e-216	730.2
QIG30822.1	4.8e-216	730.2
QIM44796.1	4.8e-216	730.2
QNP33884.1	4.8e-216	730.2
UFM69435.1	4.8e-216	730.2
AZU73714.1	4.8e-216	730.2
AZU78158.1	4.8e-216	730.2
APA24156.1	4.8e-216	730.2
UAN31685.1	4.8e-216	730.2
QLS57185.1	4.9e-216	730.1
QLV70750.1	4.9e-216	730.1
QLY05422.1	4.9e-216	730.1
AOP76250.1	5e-216	730.1
ASO99798.1	5e-216	730.1
AXO49482.1	5e-216	730.1
QFI32493.1	5e-216	730.1
QQH00310.1	5e-216	730.1
QQH05383.1	5e-216	730.1
QIV72258.1	5e-216	730.1
QIV75325.1	5e-216	730.1
QGW89191.1	5e-216	730.1
QIR24941.1	5e-216	730.1
ALL19589.1	5.1e-216	730.1
AUM05640.1	5.1e-216	730.1
BBJ60731.1	5.1e-216	730.1
BBJ65135.1	5.1e-216	730.1
BBT47096.1	5.1e-216	730.1
BBW48092.1	5.1e-216	730.1
BBZ89717.1	5.1e-216	730.1
BCP72292.1	5.1e-216	730.1
QBB07249.1	5.1e-216	730.1
QYD26710.1	5.1e-216	730.1
QYH14983.1	5.1e-216	730.1
UBM20886.1	5.1e-216	730.1
UOZ18335.1	5.1e-216	730.1
CAH6192177.1	5.2e-216	730.0
QMD64272.1	5.3e-216	730.0
AJB69207.1	5.3e-216	730.0
QPO55994.1	5.3e-216	730.0
QPO61456.1	5.3e-216	730.0
QPO65075.1	5.3e-216	730.0
QPP02131.1	5.3e-216	730.0
UAS94765.1	5.3e-216	730.0
UOY70621.1	5.6e-216	729.9
ABV11309.1	5.6e-216	729.9
AYY73367.1	5.6e-216	729.9
CAH6195227.1	5.6e-216	729.9
CDZ82067.1	5.6e-216	729.9
QCQ73408.1	5.6e-216	729.9
QEU25834.1	5.6e-216	729.9
QJI76873.1	5.6e-216	729.9
QVV65433.1	5.6e-216	729.9
UQC73064.1	5.8e-216	729.9
AJB79984.1	6e-216	729.8
ATW90656.1	6e-216	729.8
AVO81899.1	6e-216	729.8
AXQ35057.1	6e-216	729.8
AYU96252.1	6e-216	729.8
QFH53150.1	6e-216	729.8
QGR10990.1	6e-216	729.8
QOD35230.1	6e-216	729.8
QPD66422.1	6e-216	729.8
QQA67411.1	6e-216	729.8
QSS35211.1	6e-216	729.8
UAN40762.1	6.1e-216	729.8
QIY46301.1	6.1e-216	729.8
QKX20841.1	6.1e-216	729.8
BCT21088.1	6.1e-216	729.8
QIO42011.1	6.3e-216	729.8
SAY92328.1	6.3e-216	729.8
SAZ12405.1	6.3e-216	729.8
QLX42170.1	6.6e-216	729.7
QMI61450.1	6.6e-216	729.7
QEL38179.1	6.8e-216	729.7
QIK15996.1	6.8e-216	729.7
QOR49101.1	7.1e-216	729.6
AQV46548.1	7.1e-216	729.6
AOL13781.1	7.2e-216	729.6
AUY39567.1	7.3e-216	729.6
QIG35189.1	7.3e-216	729.6
AJB60760.1	7.5e-216	729.5
ABB68268.1	7.5e-216	729.5
ACD08480.1	7.5e-216	729.5
AKI68791.1	7.5e-216	729.5
QGH85586.1	7.5e-216	729.5
QKX27846.1	7.5e-216	729.5
QNC51700.1	7.5e-216	729.5
QNC59509.1	7.5e-216	729.5
ARZ78811.1	7.7e-216	729.5
QEQ46213.1	7.7e-216	729.5
QNC63949.1	7.7e-216	729.5
QXM20916.1	7.7e-216	729.5
QKA61236.1	7.7e-216	729.5
ALZ94640.1	7.9e-216	729.5
QFH67149.1	7.9e-216	729.5
QGP85863.1	7.9e-216	729.5
ASE82440.1	8e-216	729.4
ATF99709.1	8e-216	729.4
AVE66592.1	8e-216	729.4
BDG86852.1	8e-216	729.4
BDG91658.1	8e-216	729.4
QAZ81973.1	8.1e-216	729.4
AXT83067.1	8.1e-216	729.4
QLO96318.1	8.2e-216	729.4
BBJ69599.1	8.4e-216	729.4
QBN12339.1	8.4e-216	729.4
QKN83778.1	8.4e-216	729.4
AUU83196.1	8.4e-216	729.4
QGW19094.1	8.4e-216	729.4
QVV61977.1	8.4e-216	729.4
URM22794.1	8.4e-216	729.4
AVP27797.1	8.8e-216	729.3
QGU63476.1	9e-216	729.3
QGU67811.1	9e-216	729.3
UIW18133.1	9.6e-216	729.2
UKJ21566.1	9.6e-216	729.2
ATY25181.1	1.1e-215	729.0
QLR45244.1	1.1e-215	729.0
AYY06569.1	1.1e-215	728.9
QLU98972.1	1.1e-215	728.9
AYL73117.1	1.1e-215	728.9
QCZ39321.1	1.2e-215	728.8
UMU28166.1	1.3e-215	728.8
AWF30941.1	1.3e-215	728.8
QEU14099.1	1.3e-215	728.8
QMI65836.1	1.3e-215	728.8
QMI70987.1	1.3e-215	728.8
AFM62135.1	1.3e-215	728.8
ASQ20199.1	1.3e-215	728.8
AVL21021.1	1.3e-215	728.8
QCC90146.1	1.3e-215	728.8
QCC95144.1	1.3e-215	728.8
QCD12907.1	1.3e-215	728.8
QGN44891.1	1.3e-215	728.8
QUG49941.1	1.3e-215	728.8
UDG00755.1	1.3e-215	728.8
UGB03920.1	1.3e-215	728.7
QCZ27086.1	1.3e-215	728.7
BBT88527.1	1.3e-215	728.7
AXZ75438.1	1.3e-215	728.7
AMJ68748.1	1.4e-215	728.7
AXF61448.1	1.4e-215	728.6
QGU12741.1	1.4e-215	728.6
UCT08529.1	1.4e-215	728.6
AYZ31065.1	1.5e-215	728.6
QDK18452.1	1.5e-215	728.6
QYG86771.1	1.5e-215	728.6
BBV94033.1	1.5e-215	728.5
QNQ24972.1	1.5e-215	728.5
UQQ41743.1	1.5e-215	728.5
UQQ50941.1	1.5e-215	728.5
AKZ75612.1	1.5e-215	728.5
QNR13557.1	1.5e-215	728.5
ASI18701.1	1.6e-215	728.4
AVJ11272.1	1.6e-215	728.4
QEF70224.1	1.6e-215	728.4
QEQ80801.1	1.6e-215	728.4
AZV07615.1	1.6e-215	728.4
AXF66720.1	1.7e-215	728.4
UAN22003.1	1.7e-215	728.4
QEL47557.1	1.7e-215	728.4
AYA13890.1	1.7e-215	728.4
BBW28905.1	1.7e-215	728.4
QCE21832.1	1.7e-215	728.4
QCE27307.1	1.7e-215	728.4
UAY66100.1	1.7e-215	728.4
UQQ30667.1	1.7e-215	728.4
QED66922.1	1.8e-215	728.3
AOP97603.1	1.8e-215	728.3
BCL45075.1	1.8e-215	728.3
BCT16456.1	1.8e-215	728.3
QFQ82927.1	1.8e-215	728.3
QLS03469.1	1.8e-215	728.3
UOZ13974.1	1.8e-215	728.3
QBX84686.1	1.8e-215	728.2
QLG85716.1	1.8e-215	728.2
QLN70278.1	1.8e-215	728.2
QLP24490.1	1.8e-215	728.2
QLS77414.1	1.8e-215	728.2
QLV17557.1	1.8e-215	728.2
UHY22494.1	1.8e-215	728.2
UQQ55675.1	1.8e-215	728.2
URR08037.1	1.8e-215	728.2
QKZ96905.1	2.1e-215	728.1
BCQ37064.1	2.1e-215	728.0
BCQ42077.1	2.1e-215	728.0
BCQ47427.1	2.1e-215	728.0
UDQ80065.1	2.1e-215	728.0
AVE72994.1	2.1e-215	728.0
UNK61242.1	2.2e-215	728.0
QGG10453.1	2.3e-215	727.9
AUJ83555.1	2.3e-215	727.9
CAD5359804.1	2.3e-215	727.9
QWC67175.1	2.3e-215	727.9
QZY36757.1	2.4e-215	727.9
ADF64515.1	2.4e-215	727.8
QLA62623.1	2.4e-215	727.8
AWQ45930.1	2.5e-215	727.8
QFQ11238.1	2.7e-215	727.7
QHD92711.1	2.7e-215	727.7
QQU63117.1	2.8e-215	727.6
AUS67727.1	3.1e-215	727.5
QAZ64840.1	3.2e-215	727.5
AWC78311.1	3.2e-215	727.4
UAN27015.1	3.2e-215	727.4
QDI36013.1	3.2e-215	727.4
QHJ24380.1	3.2e-215	727.4
QSR07249.1	3.2e-215	727.4
QWU37548.1	3.2e-215	727.4
UNE44113.1	3.2e-215	727.4
AIM19790.1	3.2e-215	727.4
ASL95230.1	3.2e-215	727.4
ASM14280.1	3.2e-215	727.4
AUO01975.1	3.2e-215	727.4
AVU28567.1	3.2e-215	727.4
AYU92884.1	3.2e-215	727.4
QDI50275.1	3.2e-215	727.4
QNL00568.1	3.2e-215	727.4
SNY86395.1	3.2e-215	727.4
UMK52900.1	3.2e-215	727.4
AVH18129.1	3.3e-215	727.4
UOY56168.1	3.3e-215	727.4
BCG11288.1	3.4e-215	727.4
AHE68698.1	3.4e-215	727.4
AKM85290.1	3.4e-215	727.4
AOT46210.1	3.4e-215	727.4
AVP00182.1	3.4e-215	727.4
AWC84314.1	3.4e-215	727.4
QCR94985.1	3.4e-215	727.4
QCU07904.1	3.4e-215	727.4
QCV82008.1	3.4e-215	727.4
QDE52183.1	3.4e-215	727.4
QIN40291.1	3.4e-215	727.4
QLA06858.1	3.4e-215	727.4
QLO91191.1	3.4e-215	727.4
QLW28531.1	3.4e-215	727.4
QLY00487.1	3.4e-215	727.4
UEG33068.1	3.4e-215	727.4
UEG38022.1	3.4e-215	727.4
UEG41757.1	3.4e-215	727.4
UOH51286.1	3.4e-215	727.4
AOF01712.1	3.5e-215	727.3
QMI07039.1	3.5e-215	727.3
QLA68341.1	3.5e-215	727.3
AYN28107.1	3.6e-215	727.3
AEW75807.1	3.8e-215	727.2
BAT45781.1	3.8e-215	727.2
QST28310.1	3.8e-215	727.2
QST37676.1	3.8e-215	727.2
QST55268.1	3.8e-215	727.2
QTA13268.1	3.8e-215	727.2
VEA08014.1	3.9e-215	727.1
AIV31946.1	4e-215	727.1
AOE97404.1	4e-215	727.1
UOY41677.1	4e-215	727.1
ALE98687.1	4.3e-215	727.0
ASM09709.1	4.3e-215	727.0
AUU10151.1	4.3e-215	727.0
AVE50519.1	4.3e-215	727.0
AVN36288.1	4.3e-215	727.0
AVN48980.1	4.3e-215	727.0
AWC70665.1	4.3e-215	727.0
AWC88622.1	4.3e-215	727.0
AWS59176.1	4.3e-215	727.0
AWS70555.1	4.3e-215	727.0
CDJ74781.1	4.3e-215	727.0
QHE55042.1	4.3e-215	727.0
QLJ58552.1	4.3e-215	727.0
QOT97389.1	4.3e-215	727.0
ASL99988.1	4.3e-215	727.0
AWC74893.1	4.3e-215	727.0
AGE15988.1	4.3e-215	727.0
AIA46506.1	4.3e-215	727.0
ASC76576.1	4.3e-215	727.0
AXX20597.1	4.3e-215	727.0
AXX26575.1	4.3e-215	727.0
QIO25754.1	4.3e-215	727.0
QJU37944.1	4.3e-215	727.0
QLB27545.1	4.3e-215	727.0
QPJ89554.1	4.3e-215	727.0
QIX79070.1	4.3e-215	727.0
ALL35960.1	4.5e-215	727.0
ANM80874.1	4.5e-215	727.0
BAO36259.1	4.8e-215	726.9
QED75043.1	4.9e-215	726.8
AMX07670.1	4.9e-215	726.8
QLC84882.1	5e-215	726.8
QDI16566.1	5e-215	726.8
QDI26310.1	5e-215	726.8
QDI40778.1	5e-215	726.8
QDI55210.1	5e-215	726.8
QHC47605.1	5e-215	726.8
QLJ63937.1	5e-215	726.8
AKL41463.1	5e-215	726.8
AUY12928.1	5e-215	726.8
AWL68738.1	5e-215	726.8
QFH57949.1	5e-215	726.8
QSD87208.1	5e-215	726.8
SAY45896.1	5e-215	726.8
UBI66531.1	5e-215	726.8
AGS64422.1	5.6e-215	726.7
QMI39602.1	5.8e-215	726.6
QMI43664.1	5.8e-215	726.6
AID26451.1	5.9e-215	726.6
QDL84086.1	6.2e-215	726.5
QTI65861.1	6.2e-215	726.5
ASM19271.1	6.3e-215	726.5
AWO77238.1	6.3e-215	726.5
AXK21969.1	6.3e-215	726.5
BBG67341.1	6.3e-215	726.5
BBO60860.1	6.3e-215	726.5
QPI32457.1	6.3e-215	726.5
QOV55186.1	6.3e-215	726.5
BAT41538.1	6.7e-215	726.4
QSZ86492.1	6.7e-215	726.4
QSZ90878.1	6.7e-215	726.4
QSZ95282.1	6.7e-215	726.4
QSZ99671.1	6.7e-215	726.4
QTA04062.1	6.7e-215	726.4
QTA08749.1	6.7e-215	726.4
QTA23186.1	6.7e-215	726.4
SQH42649.1	6.9e-215	726.4
SQI76366.1	6.9e-215	726.4
SQJ46862.1	6.9e-215	726.4
VEA65567.1	6.9e-215	726.4
AUT28549.1	6.9e-215	726.3
QLP29054.1	6.9e-215	726.3
QLP32001.1	6.9e-215	726.3
QLV02317.1	6.9e-215	726.3
VED82635.1	6.9e-215	726.3
VEF98695.1	6.9e-215	726.3
QDD42463.1	7.1e-215	726.3
QJY75675.1	7.1e-215	726.3
VDY46160.1	7.1e-215	726.3
VEA49453.1	7.1e-215	726.3
QKT17285.1	7.1e-215	726.3
ASO12579.1	7.2e-215	726.3
AXC88146.1	7.2e-215	726.3
QAY26137.1	7.2e-215	726.3
QKN94393.1	7.2e-215	726.3
AAL22777.1	7.3e-215	726.3
ACY91094.1	7.3e-215	726.3
ADX19710.1	7.3e-215	726.3
AEF09751.1	7.3e-215	726.3
AGK11559.1	7.3e-215	726.3
AGQ69696.1	7.3e-215	726.3
AGQ84116.1	7.3e-215	726.3
AHW15408.1	7.3e-215	726.3
AHW26331.1	7.3e-215	726.3
AHX79642.1	7.3e-215	726.3
AIE07900.1	7.3e-215	726.3
AIL22448.1	7.3e-215	726.3
AKF91561.1	7.3e-215	726.3
AKH09551.1	7.3e-215	726.3
ALE64377.1	7.3e-215	726.3
ALO84906.1	7.3e-215	726.3
ALO89486.1	7.3e-215	726.3
AMG25667.1	7.3e-215	726.3
AML91126.1	7.3e-215	726.3
AML96996.1	7.3e-215	726.3
AMM01761.1	7.3e-215	726.3
AMP81076.1	7.3e-215	726.3
AMW97190.1	7.3e-215	726.3
AMY76654.1	7.3e-215	726.3
AMY81253.1	7.3e-215	726.3
AMY85790.1	7.3e-215	726.3
AMY90646.1	7.3e-215	726.3
AMY95037.1	7.3e-215	726.3
AMZ09609.1	7.3e-215	726.3
AMZ14100.1	7.3e-215	726.3
AMZ18543.1	7.3e-215	726.3
AMZ22839.1	7.3e-215	726.3
AMZ27319.1	7.3e-215	726.3
AMZ31912.1	7.3e-215	726.3
AMZ36421.1	7.3e-215	726.3
AMZ40898.1	7.3e-215	726.3
AMZ45706.1	7.3e-215	726.3
AMZ50437.1	7.3e-215	726.3
AMZ54985.1	7.3e-215	726.3
AMZ59847.1	7.3e-215	726.3
AMZ64495.1	7.3e-215	726.3
AMZ69240.1	7.3e-215	726.3
ARE54631.1	7.3e-215	726.3
ASE69319.1	7.3e-215	726.3
ASF66832.1	7.3e-215	726.3
AVL59725.1	7.3e-215	726.3
AVL65861.1	7.3e-215	726.3
AWO06758.1	7.3e-215	726.3
AWO09832.1	7.3e-215	726.3
AWO51278.1	7.3e-215	726.3
AWO54650.1	7.3e-215	726.3
AZU05499.1	7.3e-215	726.3
BAJ39025.1	7.3e-215	726.3
BAP09897.1	7.3e-215	726.3
CBG26916.1	7.3e-215	726.3
CBW19977.1	7.3e-215	726.3
CCW76644.1	7.3e-215	726.3
CDG09954.1	7.3e-215	726.3
QCG26633.1	7.3e-215	726.3
QDD33245.1	7.3e-215	726.3
QGR48753.1	7.3e-215	726.3
QKX32710.1	7.3e-215	726.3
QQB57435.1	7.3e-215	726.3
QQH33707.1	7.3e-215	726.3
QQH88853.1	7.3e-215	726.3
QQI49220.1	7.3e-215	726.3
QQI67757.1	7.3e-215	726.3
QQI86224.1	7.3e-215	726.3
QQJ09736.1	7.3e-215	726.3
QQJ26440.1	7.3e-215	726.3
SBL21745.1	7.3e-215	726.3
SQI64439.1	7.4e-215	726.3
ASM04833.1	7.5e-215	726.2
ALD44554.1	7.5e-215	726.2
APS32645.1	7.5e-215	726.2
AQT62643.1	7.5e-215	726.2
AET55755.1	7.6e-215	726.2
AGU66252.1	7.6e-215	726.2
AKW13170.1	7.6e-215	726.2
CAR39304.1	7.6e-215	726.2
CDS69163.1	7.6e-215	726.2
ASM24024.1	7.8e-215	726.2
ASM28801.1	7.8e-215	726.2
QHI76188.1	7.8e-215	726.2
QIR66737.1	7.8e-215	726.2
ASL85340.1	7.8e-215	726.2
CDG14835.1	7.8e-215	726.2
QQJ33564.1	7.9e-215	726.2
AVU33272.1	8.1e-215	726.1
AVU38400.1	8.1e-215	726.1
ASL90272.1	8.1e-215	726.1
ANG94714.1	8.3e-215	726.1
AAV79550.1	8.4e-215	726.1
ABX70177.1	8.4e-215	726.1
ACF69242.1	8.4e-215	726.1
ACF89798.1	8.4e-215	726.1
ACH73921.1	8.4e-215	726.1
AFH43426.1	8.4e-215	726.1
AGF83098.1	8.4e-215	726.1
AGQ62754.1	8.4e-215	726.1
AGQ71407.1	8.4e-215	726.1
AGQ78167.1	8.4e-215	726.1
AGX12369.1	8.4e-215	726.1
AHB95756.1	8.4e-215	726.1
AHO01732.1	8.4e-215	726.1
AHO03229.1	8.4e-215	726.1
AHO08130.1	8.4e-215	726.1
AHO13866.1	8.4e-215	726.1
AHO18653.1	8.4e-215	726.1
AHO25499.1	8.4e-215	726.1
AHO30904.1	8.4e-215	726.1
AHO35305.1	8.4e-215	726.1
AHO39736.1	8.4e-215	726.1
AHO44016.1	8.4e-215	726.1
AHO48297.1	8.4e-215	726.1
AHO52844.1	8.4e-215	726.1
AHO57170.1	8.4e-215	726.1
AHO61541.1	8.4e-215	726.1
AHO65871.1	8.4e-215	726.1
AHO70213.1	8.4e-215	726.1
AHO91701.1	8.4e-215	726.1
AHO96021.1	8.4e-215	726.1
AHP00295.1	8.4e-215	726.1
AHP04562.1	8.4e-215	726.1
AHP08889.1	8.4e-215	726.1
AHP13161.1	8.4e-215	726.1
AHP17432.1	8.4e-215	726.1
AHP21770.1	8.4e-215	726.1
AHP26048.1	8.4e-215	726.1
AHP30382.1	8.4e-215	726.1
AHP34675.1	8.4e-215	726.1
AHP38932.1	8.4e-215	726.1
AHP43200.1	8.4e-215	726.1
AHP47543.1	8.4e-215	726.1
AHP54693.1	8.4e-215	726.1
AHP58991.1	8.4e-215	726.1
AHP63083.1	8.4e-215	726.1
AHP67390.1	8.4e-215	726.1
AHP71659.1	8.4e-215	726.1
AHP76030.1	8.4e-215	726.1
AHP80402.1	8.4e-215	726.1
AHP84777.1	8.4e-215	726.1
AHP89050.1	8.4e-215	726.1
AHP93307.1	8.4e-215	726.1
AHP97591.1	8.4e-215	726.1
AHQ01872.1	8.4e-215	726.1
AHQ06153.1	8.4e-215	726.1
AHQ10429.1	8.4e-215	726.1
AHQ14763.1	8.4e-215	726.1
AHQ19041.1	8.4e-215	726.1
AHQ23309.1	8.4e-215	726.1
AHQ27568.1	8.4e-215	726.1
AHQ31820.1	8.4e-215	726.1
AHQ36683.1	8.4e-215	726.1
AHQ38752.1	8.4e-215	726.1
AHQ45593.1	8.4e-215	726.1
AHQ49586.1	8.4e-215	726.1
AHQ53849.1	8.4e-215	726.1
AHQ58137.1	8.4e-215	726.1
AHQ62419.1	8.4e-215	726.1
AHQ66711.1	8.4e-215	726.1
AHQ71132.1	8.4e-215	726.1
AHQ75610.1	8.4e-215	726.1
AHQ79956.1	8.4e-215	726.1
AHQ84238.1	8.4e-215	726.1
AHQ88520.1	8.4e-215	726.1
AHQ92802.1	8.4e-215	726.1
AHQ97081.1	8.4e-215	726.1
AHR04152.1	8.4e-215	726.1
AHR08054.1	8.4e-215	726.1
AHR12456.1	8.4e-215	726.1
AHR16895.1	8.4e-215	726.1
AHR21298.1	8.4e-215	726.1
AHR25701.1	8.4e-215	726.1
AHR29992.1	8.4e-215	726.1
AHR34257.1	8.4e-215	726.1
AHR38554.1	8.4e-215	726.1
AHR42847.1	8.4e-215	726.1
AHR50003.1	8.4e-215	726.1
AHR54281.1	8.4e-215	726.1
AHR58563.1	8.4e-215	726.1
AHR62847.1	8.4e-215	726.1
AHR69616.1	8.4e-215	726.1
AHR73870.1	8.4e-215	726.1
AHR78142.1	8.4e-215	726.1
AHR82417.1	8.4e-215	726.1
AHR85797.1	8.4e-215	726.1
AHR90274.1	8.4e-215	726.1
AHR94554.1	8.4e-215	726.1
AHR98833.1	8.4e-215	726.1
AHS03069.1	8.4e-215	726.1
AHS07357.1	8.4e-215	726.1
AHS11639.1	8.4e-215	726.1
AHS15921.1	8.4e-215	726.1
AHS19843.1	8.4e-215	726.1
AHS23318.1	8.4e-215	726.1
AHS26364.2	8.4e-215	726.1
AHS30163.1	8.4e-215	726.1
AHS34439.1	8.4e-215	726.1
AHS38727.1	8.4e-215	726.1
AHS42635.1	8.4e-215	726.1
AHS46311.1	8.4e-215	726.1
AHS49201.1	8.4e-215	726.1
AHS58170.1	8.4e-215	726.1
AHS64244.1	8.4e-215	726.1
AHS68400.1	8.4e-215	726.1
AHS72609.1	8.4e-215	726.1
AHS74175.2	8.4e-215	726.1
AHS79036.1	8.4e-215	726.1
AHS83298.1	8.4e-215	726.1
AHS87333.1	8.4e-215	726.1
AHS91667.1	8.4e-215	726.1
AHS95947.1	8.4e-215	726.1
AHT00216.1	8.4e-215	726.1
AHT04466.1	8.4e-215	726.1
AHT06291.2	8.4e-215	726.1
AHT11235.1	8.4e-215	726.1
AHT15522.1	8.4e-215	726.1
AHT19799.1	8.4e-215	726.1
AHT24036.1	8.4e-215	726.1
AHT28278.1	8.4e-215	726.1
AHT32546.1	8.4e-215	726.1
AHT36795.1	8.4e-215	726.1
AHT40828.1	8.4e-215	726.1
AHT45177.1	8.4e-215	726.1
AHT49455.1	8.4e-215	726.1
AHT53731.1	8.4e-215	726.1
AHT56027.2	8.4e-215	726.1
AHT60853.1	8.4e-215	726.1
AHT65117.1	8.4e-215	726.1
AHT69396.1	8.4e-215	726.1
AHT73676.1	8.4e-215	726.1
AHT77960.1	8.4e-215	726.1
AHT82228.1	8.4e-215	726.1
AHT86503.1	8.4e-215	726.1
AHT90875.1	8.4e-215	726.1
AHT97793.1	8.4e-215	726.1
AHU04464.1	8.4e-215	726.1
AHU08661.1	8.4e-215	726.1
AHU12820.1	8.4e-215	726.1
AHU17054.1	8.4e-215	726.1
AHU21346.1	8.4e-215	726.1
AHU25627.1	8.4e-215	726.1
AHU29899.1	8.4e-215	726.1
AHU34159.1	8.4e-215	726.1
AHU38440.1	8.4e-215	726.1
AHU42640.1	8.4e-215	726.1
AHU46918.1	8.4e-215	726.1
AHU51191.1	8.4e-215	726.1
AHU55286.1	8.4e-215	726.1
AHU59605.1	8.4e-215	726.1
AHU63881.1	8.4e-215	726.1
AHU68159.1	8.4e-215	726.1
AHU72415.1	8.4e-215	726.1
AHU76704.1	8.4e-215	726.1
AHU80987.1	8.4e-215	726.1
AHU94404.1	8.4e-215	726.1
AHU98745.1	8.4e-215	726.1
AHV03076.1	8.4e-215	726.1
AHV07421.1	8.4e-215	726.1
AHV11754.1	8.4e-215	726.1
AHV16128.1	8.4e-215	726.1
AHV20462.1	8.4e-215	726.1
AHV24438.1	8.4e-215	726.1
AHV28726.1	8.4e-215	726.1
AHV33057.1	8.4e-215	726.1
AHV41476.1	8.4e-215	726.1
AHV47500.1	8.4e-215	726.1
AHV51696.1	8.4e-215	726.1
AHV55875.1	8.4e-215	726.1
AHV59390.1	8.4e-215	726.1
AHV64779.1	8.4e-215	726.1
AHV69135.1	8.4e-215	726.1
AHV77133.1	8.4e-215	726.1
AHW04276.1	8.4e-215	726.1
AHW17990.1	8.4e-215	726.1
AHW24268.1	8.4e-215	726.1
AHZ04808.1	8.4e-215	726.1
