acc	evalue_clade1	evalue_clade2
QIA37313.1		3.2e-30
QIE70082.1		3.2e-30
QIH01651.1		3.2e-30
QIM39105.1		3.2e-30
QIP94674.1		3.2e-30
QIQ96288.1		3.2e-30
QIZ53429.1		3.2e-30
QJZ09974.1		3.2e-30
QJZ18355.1		3.2e-30
QJZ22394.1		3.2e-30
QJZ26742.1		3.2e-30
QKI50950.1		3.2e-30
QLN07183.1		3.2e-30
QLN10457.1		3.2e-30
QSV49575.1		3.2e-30
QXZ37042.1		3.2e-30
QYE25820.1		3.2e-30
VDZ06336.1		3.2e-30
AWC74676.1		3.3e-30
QBZ31098.1		3.7e-30
QEF56983.1		3.7e-30
CAD85593.1		3.9999999999999996e-30
BBP39612.1		4.1e-30
QLN31301.1		4.3000000000000004e-30
SNY86149.1		4.6000000000000004e-30
AKP86612.1		4.7000000000000004e-30
QNF99886.1		4.7000000000000004e-30
ALV93723.1		4.7000000000000004e-30
AUY12696.1		4.9000000000000004e-30
UBI61897.1		4.9000000000000004e-30
ADN73002.1		5.2000000000000004e-30
AJB36864.1		5.2000000000000004e-30
CDH67288.1		5.2000000000000004e-30
QKP92163.1		5.2000000000000004e-30
QJG38180.1		5.3000000000000004e-30
AGW11813.1		5.5000000000000005e-30
CCM73573.1		5.8000000000000005e-30
QIM34719.1		5.9000000000000005e-30
QJT88022.1		5.9000000000000005e-30
AWN80102.1		6e-30
BBK49608.1		6e-30
AHG11264.1		6.2000000000000005e-30
AHG17028.1		6.2000000000000005e-30
AHY67351.1		6.2000000000000005e-30
AHY73086.1		6.2000000000000005e-30
BBK54861.1		6.2000000000000005e-30
BBK59898.1		6.2000000000000005e-30
QCH91534.1		6.2000000000000005e-30
ASM19023.1		6.3000000000000005e-30
BBO65433.1		6.3000000000000005e-30
QPR28773.1		6.9e-30
ASM04606.1		6.9e-30
QQU62904.1		6.9e-30
ASM23782.1		7.1e-30
ASM28560.1		7.1e-30
ASL95021.1		7.6e-30
AUO02193.1		7.6e-30
AYU92670.1		7.6e-30
QDI40357.1		7.6e-30
UNE43879.1		7.6e-30
APS32874.1		7.7e-30
QDI49844.1		7.7e-30
ASL85130.1		7.9e-30
ASM33372.1		7.9e-30
AVU32755.1		7.9e-30
QDI16134.1		7.9e-30
QDI25876.1		7.9e-30
QDI35405.1		7.9e-30
QHI80452.1		7.9e-30
QCT10304.1		8.3e-30
AKL41677.1		9.100000000000001e-30
AWL68956.1		9.100000000000001e-30
QFH62446.1		9.100000000000001e-30
QSD86987.1		9.100000000000001e-30
QHI46745.1		9.200000000000001e-30
QIF16626.1		9.200000000000001e-30
ABB68107.1		9.300000000000001e-30
ACD10389.1		9.300000000000001e-30
AKI68623.1		9.300000000000001e-30
AMB56594.1		9.300000000000001e-30
QGH85730.1		9.300000000000001e-30
QKX27696.1		9.300000000000001e-30
QNC51542.1		9.300000000000001e-30
QNC59453.1		9.300000000000001e-30
QJC48105.1		1.0000000000000001e-29
QCI72135.1		1.0000000000000001e-29
APG34546.1		1.1e-29
ALD44762.1		1.1e-29
QQA96507.1		1.1e-29
QWU37336.1		1.2e-29
QLJ24700.1		1.2e-29
QLJ28664.1		1.2e-29
QLJ33408.1		1.2e-29
QSR36866.1		1.2e-29
UMU24488.1		1.3e-29
AGC89107.1		1.3e-29
AJE58190.1		1.3e-29
ALN47705.1		1.3e-29
APJ84212.1		1.3e-29
APJ90079.1		1.3e-29
APJ96302.1		1.3e-29
APK12917.1		1.3e-29
AQV40258.1		1.3e-29
ARA31416.1		1.3e-29
ARE45642.1		1.3e-29
ASG47575.1		1.3e-29
ATM26513.1		1.3e-29
ATU33057.1		1.3e-29
ATX33651.1		1.3e-29
ATZ40249.1		1.3e-29
AUA44260.1		1.3e-29
AUJ99041.1		1.3e-29
AUP44667.1		1.3e-29
AUV31916.1		1.3e-29
AUY03444.1		1.3e-29
AUY27352.1		1.3e-29
AVM99213.1		1.3e-29
AVU63829.1		1.3e-29
AWF09892.1		1.3e-29
AWF28060.1		1.3e-29
AWX36542.1		1.3e-29
AXH83732.1		1.3e-29
AXL01682.1		1.3e-29
AXP24688.1		1.3e-29
AYC45255.1		1.3e-29
AYQ03225.1		1.3e-29
QAS83553.1		1.3e-29
QAS88184.1		1.3e-29
QAU74545.1		1.3e-29
QCR10522.1		1.3e-29
QCV32343.1		1.3e-29
QDA48317.1		1.3e-29
QDC28674.1		1.3e-29
QEG52544.1		1.3e-29
QEX55838.1		1.3e-29
QEX61436.1		1.3e-29
QGU63304.1		1.3e-29
QGU67977.1		1.3e-29
QGX81701.1		1.3e-29
QHF66298.1		1.3e-29
QHR44201.1		1.3e-29
QHW72338.1		1.3e-29
QHW90643.1		1.3e-29
QIE50367.1		1.3e-29
QIF69458.1		1.3e-29
QLM37356.1		1.3e-29
QLM41772.1		1.3e-29
SNW07340.1		1.3e-29
AOT30643.1		1.3e-29
AWS63381.1		1.3e-29
AXT78919.1		1.3e-29
AXZ71335.1		1.3e-29
VEA79992.1		1.3e-29
QHM73046.1		1.3999999999999998e-29
QZY96897.1		1.3999999999999998e-29
QGN40770.1		1.3999999999999998e-29
ABV08040.1		1.3999999999999998e-29
ACA75773.1		1.3999999999999998e-29
AFG42568.1		1.3999999999999998e-29
AKF22802.1		1.3999999999999998e-29
AKM37189.1		1.3999999999999998e-29
APK51576.1		1.3999999999999998e-29
APL61853.1		1.3999999999999998e-29
APW92772.1		1.3999999999999998e-29
ARA18052.1		1.3999999999999998e-29
ARD53424.1		1.3999999999999998e-29
ARJ94158.1		1.3999999999999998e-29
ARW90655.1		1.3999999999999998e-29
ARX54470.1		1.3999999999999998e-29
ATC00769.1		1.3999999999999998e-29
AUO40378.1		1.3999999999999998e-29
AUZ02571.1		1.3999999999999998e-29
AVJ77957.1		1.3999999999999998e-29
AVP31794.1		1.3999999999999998e-29
AVT71170.1		1.3999999999999998e-29
AWJ00820.1		1.3999999999999998e-29
AXE69970.1		1.3999999999999998e-29
AYB95801.1		1.3999999999999998e-29
AZQ78313.1		1.3999999999999998e-29
AZU78874.1		1.3999999999999998e-29
BBP14907.1		1.3999999999999998e-29
CAR00591.1		1.3999999999999998e-29
CBJ03372.1		1.3999999999999998e-29
QAU57912.1		1.3999999999999998e-29
QAU62254.1		1.3999999999999998e-29
QAU79272.1		1.3999999999999998e-29
QBR14036.1		1.3999999999999998e-29
QCD07211.1		1.3999999999999998e-29
QED50406.1		1.3999999999999998e-29
QEH00325.1		1.3999999999999998e-29
QEP48729.1		1.3999999999999998e-29
QEP77908.1		1.3999999999999998e-29
QHJ54884.1		1.3999999999999998e-29
QHQ99627.1		1.3999999999999998e-29
QIN68163.1		1.3999999999999998e-29
QLM20049.1		1.3999999999999998e-29
QLM24109.1		1.3999999999999998e-29
SMB21398.1		1.3999999999999998e-29
SMB21617.1		1.3999999999999998e-29
ULJ12646.1		1.3999999999999998e-29
ULJ50904.1		1.3999999999999998e-29
ULJ93548.1		1.3999999999999998e-29
ULK36963.1		1.3999999999999998e-29
ULK41437.1		1.3999999999999998e-29
UMU33775.1		1.3999999999999998e-29
UMU78069.1		1.3999999999999998e-29
UMV15045.1		1.3999999999999998e-29
VDY66603.1		1.3999999999999998e-29
VED00238.1		1.3999999999999998e-29
VED40997.1		1.3999999999999998e-29
UCU95836.1		1.4999999999999998e-29
AHM32514.1		1.4999999999999998e-29
AHM37116.1		1.4999999999999998e-29
APK60993.1		1.4999999999999998e-29
APK64799.1		1.4999999999999998e-29
AQV81212.1		1.4999999999999998e-29
ARA37176.1		1.4999999999999998e-29
QEP55017.1		1.4999999999999998e-29
QEQ81437.1		1.4999999999999998e-29
ALY15174.1		1.4999999999999998e-29
ASL99776.1		1.5999999999999999e-29
AVN49198.1		1.5999999999999999e-29
AWC70864.1		1.5999999999999999e-29
AWC88826.1		1.5999999999999999e-29
AWS58970.1		1.5999999999999999e-29
AWS70349.1		1.5999999999999999e-29
QHE59246.1		1.5999999999999999e-29
QOU01983.1		1.5999999999999999e-29
ATZ32787.1		1.5999999999999999e-29
ABV18249.1		1.5999999999999999e-29
AIT36775.1		1.5999999999999999e-29
AIZ84663.1		1.5999999999999999e-29
AKC14225.1		1.5999999999999999e-29
ANE59937.1		1.5999999999999999e-29
APK21293.1		1.5999999999999999e-29
APL08241.1		1.5999999999999999e-29
APL72361.1		1.5999999999999999e-29
AQW75314.1		1.5999999999999999e-29
ASL29702.1		1.5999999999999999e-29
ASO85538.1		1.5999999999999999e-29
ASO95092.1		1.5999999999999999e-29
ATC15344.1		1.5999999999999999e-29
AUY85790.1		1.5999999999999999e-29
AUY94758.1		1.5999999999999999e-29
AUZ08251.1		1.5999999999999999e-29
AWN71147.1		1.5999999999999999e-29
AXF70109.1		1.5999999999999999e-29
BBQ55601.1		1.5999999999999999e-29
BBS25209.1		1.5999999999999999e-29
BBT23551.1		1.5999999999999999e-29
QAU85688.1		1.5999999999999999e-29
QCH44079.1		1.5999999999999999e-29
QCH49252.1		1.5999999999999999e-29
QEM48695.1		1.5999999999999999e-29
QEP73160.1		1.5999999999999999e-29
QEX68628.1		1.5999999999999999e-29
QGL19800.1		1.5999999999999999e-29
QHF81842.1		1.5999999999999999e-29
QHJ62045.1		1.5999999999999999e-29
QHL81241.1		1.5999999999999999e-29
QHR24687.1		1.5999999999999999e-29
QIH49350.1		1.5999999999999999e-29
QIN55993.1		1.5999999999999999e-29
QJB63213.1		1.5999999999999999e-29
QJH47765.1		1.5999999999999999e-29
QJS69007.1		1.5999999999999999e-29
QKF28480.1		1.5999999999999999e-29
QKY94270.1		1.5999999999999999e-29
QLM46194.1		1.5999999999999999e-29
QLN24845.1		1.5999999999999999e-29
ULI23480.1		1.5999999999999999e-29
ULI57863.1		1.5999999999999999e-29
VEC41632.1		1.5999999999999999e-29
VEE93251.1		1.5999999999999999e-29
AHB62745.1		1.7e-29
ADF59703.1		1.7e-29
QLA62339.1		1.7e-29
VEF19578.1		1.7e-29
AXO09535.1		1.7e-29
AOP89490.1		1.7e-29
APJ63554.1		1.7e-29
APK90824.1		1.7e-29
AUF78068.1		1.7e-29
AWJ27372.1		1.7e-29
QCH70141.1		1.7e-29
QGU56760.1		1.7e-29
QIV72197.1		1.7e-29
QIV75264.1		1.7e-29
QJE06273.1		1.7e-29
QLM50922.1		1.7e-29
VEC49710.1		1.7e-29
QHJ28860.1		1.9e-29
QSR07462.1		1.9e-29
ASO76922.1		2.0000000000000002e-29
QBJ98990.1		2.2e-29
QHN47459.1		2.2e-29
ULI34033.1		2.2e-29
AJB79952.1		2.3e-29
ATW90688.1		2.3e-29
AVO81867.1		2.3e-29
AXQ35025.1		2.3e-29
QFH53119.1		2.3e-29
QGR10959.1		2.3e-29
QIF26967.1		2.3e-29
QIF32019.1		2.3e-29
QOD35199.1		2.3e-29
QPD66390.1		2.3e-29
QPO90724.1		2.3e-29
QQA67380.1		2.3e-29
QSS35180.1		2.3e-29
AWX01822.1		2.3e-29
QFS62634.1		2.3e-29
QCR09773.1		2.3e-29
ALE98470.1		2.4e-29
ASM09506.1		2.4e-29
QBS13121.1		2.4e-29
QDQ39197.1		2.4e-29
QDI54721.1		2.5e-29
UCQ54211.1		2.5e-29
QFU36865.1		2.6e-29
AUU10369.1		2.6e-29
QHJ29567.1		2.6e-29
QHJ39031.1		2.6e-29
QHJ44110.1		2.6e-29
QHJ49188.1		2.6e-29
QZY92252.1		3.0999999999999997e-29
ARM77732.1		3.2999999999999997e-29
AUY79632.1		3.2999999999999997e-29
BBQ19192.1		3.2999999999999997e-29
QLK70671.1		3.2999999999999997e-29
AWV51175.1		3.4e-29
AWX20400.1		3.4e-29
AYE44820.1		3.4e-29
QGR51264.1		3.4e-29
QOC43757.1		3.4e-29
APK04387.1		3.4e-29
QAZ69804.1		3.4e-29
UMU69551.1		3.4e-29
APK30031.1		3.6e-29
QAU93424.1		3.6e-29
QAU99419.1		3.6e-29
QIL65535.1		3.6e-29
UKY38584.1		3.6e-29
QKV88673.1		3.8e-29
AVN36066.1		4.0000000000000003e-29
AAZ90326.1		4.5e-29
ALZ57888.1		4.5e-29
AMG17453.1		4.5e-29
ARS05802.1		4.5e-29
ASN31917.1		4.5e-29
ASN35744.1		4.5e-29
ASN42225.1		4.5e-29
ATH90622.1		4.5e-29
AZG54669.1		4.5e-29
QBJ61115.1		4.5e-29
QBQ24607.1		4.5e-29
QDH98834.1		4.5e-29
QGK10206.1		4.5e-29
QHQ08969.1		4.5e-29
QHQ12611.1		4.5e-29
QJX83414.1		4.5e-29
QJX88149.1		4.5e-29
QJX90021.1		4.5e-29
QJX94780.1		4.5e-29
QJX99019.1		4.5e-29
QJY04255.1		4.5e-29
QJY08972.1		4.5e-29
QJY12076.1		4.5e-29
QJY17856.1		4.5e-29
QJY19674.1		4.5e-29
QJY25019.1		4.5e-29
QJY30044.1		4.5e-29
QKF35754.1		4.5e-29
QQM57687.1		4.5e-29
AVZ12475.1		4.7e-29
QFH83543.1		4.7e-29
QJF91462.1		4.8e-29
AVU48722.1		5.2e-29
AWQ41586.1		5.2e-29
AWQ55801.1		5.2e-29
QMV76374.1		5.2e-29
QOR49070.1		5.2e-29
AIN20910.1		5.4e-29
AIN26254.1		5.4e-29
AIX57391.1		5.4e-29
QMV97331.1		5.4e-29
QIB20443.1		5.599999999999999e-29
VEC64974.1		6.599999999999999e-29
QEG88039.1		6.7e-29
AIX49716.1		6.9e-29
UBB13184.1		6.9e-29
AFM12478.1		7.1e-29
ASB73269.1		7.2e-29
AVU18208.1		7.2e-29
BBM23614.1		7.2e-29
QHC75652.1		7.2e-29
QJP75038.1		7.2e-29
QLA02229.1		7.2e-29
QSG93616.1		7.2e-29
QSG98240.1		7.2e-29
QSH02845.1		7.2e-29
QSH07346.1		7.2e-29
QSH11960.1		7.2e-29
QSH16574.1		7.2e-29
QSH21183.1		7.2e-29
QSH25796.1		7.2e-29
QSH30412.1		7.2e-29
QBH98372.1		7.2e-29
UEG33341.1		7.3e-29
UEG37704.1		7.3e-29
UEG42028.1		7.3e-29
QDJ78071.1		7.6e-29
AOF01494.1		8.4e-29
QJB50360.1		8.6e-29
AOP98175.1		8.6e-29
QLO96288.1		8.6e-29
VEB11834.1		8.6e-29
AKL01922.1		9.4e-29
UFK51080.1		9.6e-29
AYU96284.1		1.0000000000000001e-28
UJD82415.1		1.1000000000000002e-28
UJD86979.1		1.1000000000000002e-28
QKO41321.1		1.1000000000000002e-28
AMX07371.1		1.1000000000000002e-28
AWF31745.1		1.1000000000000002e-28
ALA00153.1		1.2e-28
APR43620.1		1.2e-28
ASA05513.1		1.2e-28
ASB84990.1		1.2e-28
AWR66973.1		1.2e-28
AXL97781.1		1.2e-28
AZU65390.1		1.2e-28
QEL31694.1		1.2e-28
BCZ50737.1		1.2e-28
BCZ60359.1		1.2e-28
QOX68715.1		1.2e-28
ACB18664.1		1.3000000000000002e-28
AWR82055.1		1.3000000000000002e-28
QFI48292.1		1.3000000000000002e-28
BBJ89553.1		1.3000000000000002e-28
BBT55484.1		1.3000000000000002e-28
APE89912.1		1.3000000000000002e-28
QGU41647.1		1.3000000000000002e-28
ADT77239.1		1.4000000000000001e-28
AFH13454.1		1.4000000000000001e-28
AFH15902.1		1.4000000000000001e-28
AUT07085.1		1.4000000000000001e-28
AXK28298.1		1.4000000000000001e-28
QEP63706.1		1.4000000000000001e-28
QGJ58036.1		1.4000000000000001e-28
QGJ62382.1		1.4000000000000001e-28
VED21799.1		1.4000000000000001e-28
ACT27182.1		1.4000000000000001e-28
ACT41123.1		1.4000000000000001e-28
ACT45278.1		1.4000000000000001e-28
AJF78735.1		1.4000000000000001e-28
AJH12252.1		1.4000000000000001e-28
AKN49489.1		1.4000000000000001e-28
ALQ57371.1		1.4000000000000001e-28
AMH24257.1		1.4000000000000001e-28
AMH28573.1		1.4000000000000001e-28
AMR25143.1		1.4000000000000001e-28
ANP34588.1		1.4000000000000001e-28
ARD78928.1		1.4000000000000001e-28
ARD82796.1		1.4000000000000001e-28
ARH99262.1		1.4000000000000001e-28
AVM04516.1		1.4000000000000001e-28
AWY90786.1		1.4000000000000001e-28
BAH24272.1		1.4000000000000001e-28
CAQ33947.1		1.4000000000000001e-28
QGJ10683.1		1.4000000000000001e-28
QHB88070.1		1.4000000000000001e-28
QJY78985.1		1.4000000000000001e-28
QJY83024.1		1.4000000000000001e-28
QJY87054.1		1.4000000000000001e-28
QJY91090.1		1.4000000000000001e-28
QJY95120.1		1.4000000000000001e-28
QJZ01681.1		1.4000000000000001e-28
QJZ05756.1		1.4000000000000001e-28
QJZ14026.1		1.4000000000000001e-28
VED38681.1		1.4000000000000001e-28
QLJ68421.1		1.4000000000000001e-28
QMV52174.1		1.4000000000000001e-28
QIE98022.1		1.4000000000000001e-28
URQ60708.1		1.5000000000000002e-28
AVG01272.1		1.5000000000000002e-28
ASQ75112.1		1.5000000000000002e-28
SMF86988.1		1.5000000000000002e-28
QDL87615.1		1.6000000000000001e-28
QTI65626.1		1.6000000000000001e-28
AFL69185.1		1.6000000000000001e-28
AVV73010.1		1.6000000000000001e-28
AVV77484.1		1.6000000000000001e-28
AKK50491.1		1.7000000000000003e-28
QJF81850.1		1.7000000000000003e-28
ATX16950.1		1.7000000000000003e-28
AWT03582.1		1.7000000000000003e-28
AZR87031.1		1.7000000000000003e-28
BAX18189.1		1.7000000000000003e-28
BAX23065.1		1.7000000000000003e-28
BBQ37954.1		1.7000000000000003e-28
QEJ89039.1		1.7000000000000003e-28
QRB14524.1		1.7000000000000003e-28
QJQ18086.1		1.7000000000000003e-28
QTR44866.1		1.8000000000000002e-28
ASN17230.1		1.8000000000000002e-28
QMI61419.1		1.9000000000000003e-28
ATB15791.1		1.9000000000000003e-28
AGE20547.1		1.9000000000000003e-28
ASC80695.1		1.9000000000000003e-28
AJM75823.1		1.9000000000000003e-28
QJI61741.1		1.9000000000000003e-28
AOP76219.1		2.0000000000000002e-28
ASO99831.1		2.0000000000000002e-28
CBK84304.1		2.0000000000000002e-28
QEL47587.1		2.0000000000000002e-28
QFI32463.1		2.0000000000000002e-28
QMI65867.1		2.0000000000000002e-28
QMI70956.1		2.0000000000000002e-28
QGU34533.1		2.0000000000000002e-28
QLT97601.1		2.0000000000000002e-28
QLU69957.1		2.0000000000000002e-28
QLU90159.1		2.0000000000000002e-28
AJB69176.1		2.1e-28
QPO55964.1		2.1e-28
QPO61427.1		2.1e-28
QPO65046.1		2.1e-28
QPP02100.1		2.1e-28
UAS94735.1		2.1e-28
CDG14611.1		2.2000000000000004e-28
QIR66507.1		2.2000000000000004e-28
AVJ82447.1		2.3000000000000003e-28
UAN17159.1		2.3000000000000003e-28
QED76930.1		2.4e-28
QHP97578.1		2.5e-28
BAK13188.1		2.5e-28
QAB28417.1		2.5e-28
QTC46398.1		2.5e-28
URL15675.1		2.5e-28
SAY45661.1		2.5e-28
QIB09145.1		2.5e-28
AEQ14885.1		2.6000000000000004e-28
AXZ41479.1		2.6000000000000004e-28
CAR20250.1		2.6000000000000004e-28
AIM24168.1		2.6000000000000004e-28
ASM14479.1		2.6000000000000004e-28
AWC82597.1		2.6000000000000004e-28
QNL00366.1		2.6000000000000004e-28
UAN27220.1		2.6000000000000004e-28
UMK52684.1		2.6000000000000004e-28
AVE95909.1		2.7000000000000003e-28
QIE79959.1		2.7000000000000003e-28
AHM32200.1		2.7000000000000003e-28
ABG71694.1		2.8000000000000002e-28
ADR29012.1		2.8000000000000002e-28
ANJ40134.1		2.8000000000000002e-28
ANR83439.1		2.8000000000000002e-28
ASJ28640.1		2.8000000000000002e-28
ATB76172.1		2.8000000000000002e-28
ATV10981.1		2.8000000000000002e-28
AUF93082.1		2.8000000000000002e-28
AUN92474.1		2.8000000000000002e-28
AUQ39501.1		2.8000000000000002e-28
AVZ56927.1		2.8000000000000002e-28
CAP78077.1		2.8000000000000002e-28
QBR55326.1		2.8000000000000002e-28
QEI84229.1		2.8000000000000002e-28
QJR23442.1		2.8000000000000002e-28
QQX63555.1		2.8000000000000002e-28
AYZ30864.1		2.8000000000000002e-28
AYL03726.1		2.8000000000000002e-28
QIP18189.1		2.8000000000000002e-28
ABE09595.1		2.8000000000000002e-28
ABJ03098.1		2.8000000000000002e-28
ADE89362.1		2.8000000000000002e-28
ADN48498.1		2.8000000000000002e-28
AER86636.1		2.8000000000000002e-28
AER91555.1		2.8000000000000002e-28
AID80758.1		2.8000000000000002e-28
AIL16174.1		2.8000000000000002e-28
AKK35217.1		2.8000000000000002e-28
AKK44806.1		2.8000000000000002e-28
ALD22986.1		2.8000000000000002e-28
ALD28219.1		2.8000000000000002e-28
ALD33182.1		2.8000000000000002e-28
ALD37943.1		2.8000000000000002e-28
ANV95746.1		2.8000000000000002e-28
AQX98913.1		2.8000000000000002e-28
ASO90331.1		2.8000000000000002e-28
ASW61885.1		2.8000000000000002e-28
ATY20391.1		2.8000000000000002e-28
AUG66771.1		2.8000000000000002e-28
AUG95542.1		2.8000000000000002e-28
AUY44769.1		2.8000000000000002e-28
AVQ78272.1		2.8000000000000002e-28
AXG59178.1		2.8000000000000002e-28
AXV10429.1		2.8000000000000002e-28
AXY46687.1		2.8000000000000002e-28
AYO73629.1		2.8000000000000002e-28
AYY94439.1		2.8000000000000002e-28
BBQ71214.1		2.8000000000000002e-28
BCA46959.1		2.8000000000000002e-28
CAA0104044.1		2.8000000000000002e-28
CAR05247.1		2.8000000000000002e-28
QAU80714.1		2.8000000000000002e-28
QAY41379.1		2.8000000000000002e-28
QBZ05898.1		2.8000000000000002e-28
QCD71593.1		2.8000000000000002e-28
QDM94800.1		2.8000000000000002e-28
QDN14050.1		2.8000000000000002e-28
QDX34634.1		2.8000000000000002e-28
QDX42275.1		2.8000000000000002e-28
QER72975.1		2.8000000000000002e-28
QHW38889.1		2.8000000000000002e-28
QIB93084.1		2.8000000000000002e-28
QJG03297.1		2.8000000000000002e-28
QJG15149.1		2.8000000000000002e-28
QJG22076.1		2.8000000000000002e-28
QJG28770.1		2.8000000000000002e-28
QJG35566.1		2.8000000000000002e-28
QJG45556.1		2.8000000000000002e-28
QJG65037.1		2.8000000000000002e-28
QJS74319.1		2.8000000000000002e-28
VDY73155.1		2.8000000000000002e-28
VED04684.1		2.8000000000000002e-28
VWQ03619.1		2.8000000000000002e-28
VZZ90309.1		2.8000000000000002e-28
QCU90702.1		2.9e-28
QAV59448.1		3e-28
QQW43032.1		3e-28
AXX20361.1		3.1000000000000004e-28
AXX26810.1		3.1000000000000004e-28
QIO30018.1		3.1000000000000004e-28
QLB27776.1		3.1000000000000004e-28
AAN82884.1		3.1000000000000004e-28
QZQ50138.1		3.1000000000000004e-28
AIA46270.1		3.1000000000000004e-28
QJU42453.1		3.1000000000000004e-28
QPJ89349.1		3.3e-28
AGQ39227.1		3.6000000000000003e-28
QEA85693.1		3.6000000000000003e-28
QEA90845.1		3.6000000000000003e-28
QEB40235.1		3.6000000000000003e-28
QEB42655.1		3.6000000000000003e-28
QEB50226.1		3.6000000000000003e-28
QEB60505.1		3.6000000000000003e-28
QEB62912.1		3.6000000000000003e-28
QEB65324.1		3.6000000000000003e-28
QEB67730.1		3.6000000000000003e-28
QEB70128.1		3.6000000000000003e-28
QEB72397.1		3.6000000000000003e-28
QEB74809.1		3.6000000000000003e-28
QEB77228.1		3.6000000000000003e-28
QEB79647.1		3.6000000000000003e-28
QEB83724.1		3.6000000000000003e-28
QEB84432.1		3.6000000000000003e-28
QEB86860.1		3.6000000000000003e-28
QEB97163.1		3.6000000000000003e-28
QEB99430.1		3.6000000000000003e-28
QEC04369.1		3.6000000000000003e-28
QEC08399.1		3.6000000000000003e-28
QEC09127.1		3.6000000000000003e-28
QEC11392.1		3.6000000000000003e-28
QEC13806.1		3.6000000000000003e-28
QEC16219.1		3.6000000000000003e-28
QEC18637.1		3.6000000000000003e-28
QEC21046.1		3.6000000000000003e-28
QEC23458.1		3.6000000000000003e-28
QEC28401.1		3.6000000000000003e-28
QEC30820.1		3.6000000000000003e-28
QEC33247.1		3.6000000000000003e-28
QEC35666.1		3.6000000000000003e-28
QEC38084.1		3.6000000000000003e-28
QEC58940.1		3.6000000000000003e-28
QED06654.1		3.6000000000000003e-28
AGQ39229.1		3.6000000000000003e-28
ANK34436.1		3.9000000000000004e-28
AUY71497.1		3.9000000000000004e-28
QRA95563.1		3.9000000000000004e-28
QRB56920.1		3.9000000000000004e-28
ADD79057.1		3.9000000000000004e-28
AVG74965.1		3.9000000000000004e-28
ADI30393.1		4.0000000000000003e-28
QBG05765.1		4.1e-28
QKJ89051.1		4.2e-28
AJE09035.2		4.3e-28
QEA90846.1		4.3e-28
QEB40236.1		4.3e-28
QEB42656.1		4.3e-28
QEB50227.1		4.3e-28
QEB60506.1		4.3e-28
QEB62913.1		4.3e-28
QEB65325.1		4.3e-28
QEB67731.1		4.3e-28
QEB70129.1		4.3e-28
QEB72398.1		4.3e-28
QEB74810.1		4.3e-28
QEB77229.1		4.3e-28
QEB79648.1		4.3e-28
QEB83723.1		4.3e-28
QEB84433.1		4.3e-28
QEB86861.1		4.3e-28
QEB97164.1		4.3e-28
QEB99431.1		4.3e-28
QEC04370.1		4.3e-28
QEC08398.1		4.3e-28
QEC09128.1		4.3e-28
QEC11393.1		4.3e-28
QEC13807.1		4.3e-28
QEC16220.1		4.3e-28
QEC18638.1		4.3e-28
QEC21047.1		4.3e-28
QEC23459.1		4.3e-28
QEC28402.1		4.3e-28
QEC30821.1		4.3e-28
QEC33248.1		4.3e-28
QEC35667.1		4.3e-28
QEC38085.1		4.3e-28
QEC58941.1		4.3e-28
QED06655.1		4.3e-28
AWV78269.1		4.400000000000001e-28
BBW33736.1		4.400000000000001e-28
QFI20269.1		4.400000000000001e-28
QSB73181.1		4.400000000000001e-28
ABB44975.1		4.600000000000001e-28
ARA27061.1		4.7000000000000005e-28
BBW29229.1		4.7000000000000005e-28
AWS80039.1		4.7000000000000005e-28
AXO44987.1		4.7000000000000005e-28
APG20507.1		4.8e-28
ARD58466.1		4.8e-28
QEM89209.1		4.8e-28
VEB91273.1		5.200000000000001e-28
QMW62815.1		5.200000000000001e-28
QLV57484.1		5.300000000000001e-28
QOJ10333.1		5.300000000000001e-28
ARO97192.1		5.400000000000001e-28
ARP01919.1		5.400000000000001e-28
ARP06952.1		5.400000000000001e-28
ARP12038.1		5.400000000000001e-28
ARP17091.1		5.400000000000001e-28
ARP22185.1		5.400000000000001e-28
ARP27236.1		5.400000000000001e-28
ARP31983.1		5.400000000000001e-28
ARP47709.1		5.400000000000001e-28
QNK06879.1		5.7e-28
AMY64061.1		6.100000000000001e-28
AVG36033.1		6.100000000000001e-28
UNG05334.1		6.100000000000001e-28
UOY51506.1		6.100000000000001e-28
UOY61567.1		6.100000000000001e-28
QDY40710.1		6.100000000000001e-28
AJB60728.1		6.100000000000001e-28
QCE27021.1		6.100000000000001e-28
BBW24954.1		6.200000000000001e-28
UKJ21536.1		6.4000000000000005e-28
AWY01049.1		6.900000000000001e-28
AWY02104.1		6.900000000000001e-28
QBN08564.1		7.100000000000001e-28
BDG82509.1		7.200000000000001e-28
BDG87331.1		7.200000000000001e-28
CAH5934926.1		7.200000000000001e-28
ARQ00695.1		8.100000000000001e-28
QKF67957.1		8.800000000000002e-28
AVE50716.1		9.700000000000002e-28
QLJ63289.1		9.700000000000002e-28
QCD76084.1		1e-27
AUM01747.1		1.2e-27
BBJ56709.1		1.2e-27
ARZ78319.1		1.2e-27
UAN31932.1		1.2e-27
BBW19763.1		1.2e-27
AFP68047.1		1.3e-27
AIX52854.1		1.3e-27
AMZ76899.1		1.3e-27
AOP84925.1		1.3e-27
BBV69100.1		1.3e-27
BBV79449.1		1.3e-27
QEO03360.1		1.3e-27
QFH88324.1		1.3e-27
QIB80287.1		1.3e-27
QZS47461.1		1.3e-27
