acc	evalue_clade1	score_clade1	evalue_clade2	score_clade2
QDZ53969.1	1.2e-168	573.7	0.0018	29.3
QEE99418.1	1.2e-168	573.7	0.0018	29.3
QEH82242.1	1.2e-168	573.7	0.0018	29.3
QEP68199.1	1.2e-168	573.7	0.0018	29.3
QEQ37862.1	1.2e-168	573.7	0.0018	29.3
QES62114.1	1.2e-168	573.7	0.0018	29.3
QFG80198.1	1.2e-168	573.7	0.0018	29.3
QFG85606.1	1.2e-168	573.7	0.0018	29.3
QFG90871.1	1.2e-168	573.7	0.0018	29.3
QFG96147.1	1.2e-168	573.7	0.0018	29.3
QFH01585.1	1.2e-168	573.7	0.0018	29.3
QFH07111.1	1.2e-168	573.7	0.0018	29.3
QFH12510.1	1.2e-168	573.7	0.0018	29.3
QFH17953.1	1.2e-168	573.7	0.0018	29.3
QFH23229.1	1.2e-168	573.7	0.0018	29.3
QFH28776.1	1.2e-168	573.7	0.0018	29.3
QFV78436.1	1.2e-168	573.7	0.0018	29.3
QFW01312.1	1.2e-168	573.7	0.0018	29.3
QFW20167.1	1.2e-168	573.7	0.0018	29.3
QFW53761.1	1.2e-168	573.7	0.0018	29.3
QFW87938.1	1.2e-168	573.7	0.0018	29.3
QFX11220.1	1.2e-168	573.7	0.0018	29.3
QFX41748.1	1.2e-168	573.7	0.0018	29.3
QGF18470.1	1.2e-168	573.7	0.0018	29.3
QGG62133.1	1.2e-168	573.7	0.0018	29.3
QGG87679.1	1.2e-168	573.7	0.0018	29.3
QGJ07158.1	1.2e-168	573.7	0.0018	29.3
QGJ25120.1	1.2e-168	573.7	0.0018	29.3
QGJ97835.1	1.2e-168	573.7	0.0018	29.3
QGL35824.1	1.2e-168	573.7	0.0018	29.3
QGQ68055.1	1.2e-168	573.7	0.0018	29.3
QGU98521.1	1.2e-168	573.7	0.0018	29.3
QHG44627.1	1.2e-168	573.7	0.0018	29.3
QHG48209.1	1.2e-168	573.7	0.0018	29.3
QHI53586.1	1.2e-168	573.7	0.0018	29.3
QHP64871.1	1.2e-168	573.7	0.0018	29.3
QHR29387.1	1.2e-168	573.7	0.0018	29.3
QHR34258.1	1.2e-168	573.7	0.0018	29.3
QHR39335.1	1.2e-168	573.7	0.0018	29.3
QHR48954.1	1.2e-168	573.7	0.0018	29.3
QHR53501.1	1.2e-168	573.7	0.0018	29.3
QHR58352.1	1.2e-168	573.7	0.0018	29.3
QHS06659.1	1.2e-168	573.7	0.0018	29.3
QHW48049.1	1.2e-168	573.7	0.0018	29.3
QHW57333.1	1.2e-168	573.7	0.0018	29.3
QHW76767.1	1.2e-168	573.7	0.0018	29.3
QIB16071.1	1.2e-168	573.7	0.0018	29.3
QIG10175.1	1.2e-168	573.7	0.0018	29.3
QIG14446.1	1.2e-168	573.7	0.0018	29.3
QIT52049.1	1.2e-168	573.7	0.0018	29.3
QJG47638.1	1.2e-168	573.7	0.0018	29.3
QJP79111.1	1.2e-168	573.7	0.0018	29.3
QJZ32779.1	1.2e-168	573.7	0.0018	29.3
QJZ38140.1	1.2e-168	573.7	0.0018	29.3
QJZ43535.1	1.2e-168	573.7	0.0018	29.3
QJZ48928.1	1.2e-168	573.7	0.0018	29.3
QJZ54392.1	1.2e-168	573.7	0.0018	29.3
QJZ59729.1	1.2e-168	573.7	0.0018	29.3
QJZ64742.1	1.2e-168	573.7	0.0018	29.3
QJZ70147.1	1.2e-168	573.7	0.0018	29.3
QJZ75699.1	1.2e-168	573.7	0.0018	29.3
QJZ81102.1	1.2e-168	573.7	0.0018	29.3
QJZ86634.1	1.2e-168	573.7	0.0018	29.3
QJZ91932.1	1.2e-168	573.7	0.0018	29.3
QJZ97139.1	1.2e-168	573.7	0.0018	29.3
QKA02388.1	1.2e-168	573.7	0.0018	29.3
QKA07884.1	1.2e-168	573.7	0.0018	29.3
QKA13403.1	1.2e-168	573.7	0.0018	29.3
QKA18977.1	1.2e-168	573.7	0.0018	29.3
QKA24420.1	1.2e-168	573.7	0.0018	29.3
QKA29817.1	1.2e-168	573.7	0.0018	29.3
QKA35156.1	1.2e-168	573.7	0.0018	29.3
QKA40498.1	1.2e-168	573.7	0.0018	29.3
QKA45676.1	1.2e-168	573.7	0.0018	29.3
QKA51166.1	1.2e-168	573.7	0.0018	29.3
QKA56367.1	1.2e-168	573.7	0.0018	29.3
QKA61804.1	1.2e-168	573.7	0.0018	29.3
QKA67116.1	1.2e-168	573.7	0.0018	29.3
QKA72494.1	1.2e-168	573.7	0.0018	29.3
QKA77879.1	1.2e-168	573.7	0.0018	29.3
QKA83163.1	1.2e-168	573.7	0.0018	29.3
QKA88514.1	1.2e-168	573.7	0.0018	29.3
QKA93881.1	1.2e-168	573.7	0.0018	29.3
QKA99255.1	1.2e-168	573.7	0.0018	29.3
QKB09234.1	1.2e-168	573.7	0.0018	29.3
QKB14589.1	1.2e-168	573.7	0.0018	29.3
QKB15417.1	1.2e-168	573.7	0.0018	29.3
QKB20746.1	1.2e-168	573.7	0.0018	29.3
QKB26127.1	1.2e-168	573.7	0.0018	29.3
QKB30994.1	1.2e-168	573.7	0.0018	29.3
QKB36103.1	1.2e-168	573.7	0.0018	29.3
QKB41110.1	1.2e-168	573.7	0.0018	29.3
QKB46269.1	1.2e-168	573.7	0.0018	29.3
QKB51729.1	1.2e-168	573.7	0.0018	29.3
QKB57024.1	1.2e-168	573.7	0.0018	29.3
QKB62338.1	1.2e-168	573.7	0.0018	29.3
QKB67693.1	1.2e-168	573.7	0.0018	29.3
QKB73058.1	1.2e-168	573.7	0.0018	29.3
QKB78440.1	1.2e-168	573.7	0.0018	29.3
QKB83840.1	1.2e-168	573.7	0.0018	29.3
QKB89109.1	1.2e-168	573.7	0.0018	29.3
QKB94444.1	1.2e-168	573.7	0.0018	29.3
QKC03656.1	1.2e-168	573.7	0.0018	29.3
QKF08164.1	1.2e-168	573.7	0.0018	29.3
QKF12515.1	1.2e-168	573.7	0.0018	29.3
QKF17744.1	1.2e-168	573.7	0.0018	29.3
QLM28161.1	1.2e-168	573.7	0.0018	29.3
QLO63714.1	1.2e-168	573.7	0.0018	29.3
QMT88621.1	1.2e-168	573.7	0.0018	29.3
QOH75756.1	1.2e-168	573.7	0.0018	29.3
QOH83498.1	1.2e-168	573.7	0.0018	29.3
QQB96068.1	1.2e-168	573.7	0.0018	29.3
QRQ31291.1	1.2e-168	573.7	0.0018	29.3
QZN64447.1	1.2e-168	573.7	0.0018	29.3
SQE25308.1	1.2e-168	573.7	0.0018	29.3
SQE48542.1	1.2e-168	573.7	0.0018	29.3
ULI38285.1	1.2e-168	573.7	0.0018	29.3
ULI55493.1	1.2e-168	573.7	0.0018	29.3
ULI62663.1	1.2e-168	573.7	0.0018	29.3
ULJ39211.1	1.2e-168	573.7	0.0018	29.3
ULJ55130.1	1.2e-168	573.7	0.0018	29.3
ULK87849.1	1.2e-168	573.7	0.0018	29.3
UMV34302.1	1.2e-168	573.7	0.0018	29.3
VEC36996.1	1.2e-168	573.7	0.0018	29.3
VEC46787.1	1.2e-168	573.7	0.0018	29.3
QTO08795.1	1.2e-168	573.7	5.7e-06	37.5
AUU40903.1	1.3e-168	573.6	4.3e-06	37.9
QWV41991.1	1.3e-168	573.6	4.3e-06	37.9
QIM23292.1	1.3e-168	573.6	3.1e-06	38.4
AJG10629.1	1.3e-168	573.6	0.0018	29.3
BBU07141.1	1.3e-168	573.6	0.0018	29.3
QDR58736.1	1.3e-168	573.6	0.0018	29.3
QHJ67928.1	1.4e-168	573.5	0.0039	28.1
QIN72692.1	1.4e-168	573.5	0.0039	28.1
SQE42115.1	1.4e-168	573.5	0.0039	28.1
ULK01776.1	1.4e-168	573.5	0.0039	28.1
AOM55774.1	1.4e-168	573.5	0.0014	29.7
AOM60109.1	1.4e-168	573.5	0.0014	29.7
QXL75863.1	1.4e-168	573.5	8.7e-06	36.9
ADK56070.1	1.5000000000000002e-168	573.5	4.3e-06	37.9
ADK56091.1	1.5000000000000002e-168	573.5	4.3e-06	37.9
CAR46213.1	1.5000000000000002e-168	573.5	4.3e-06	37.9
QLS67652.1	1.5000000000000002e-168	573.4	0.00031	31.8
AUU30005.1	1.5000000000000002e-168	573.4	0.0075	27.2
QBB82432.1	1.5000000000000002e-168	573.4	0.0075	27.2
QHQ02286.1	1.5000000000000002e-168	573.4	0.0075	27.2
QKW73477.1	1.5000000000000002e-168	573.4	0.0075	27.2
QQM49411.1	1.5000000000000002e-168	573.4	0.0075	27.2
ARA21930.1	1.6e-168	573.3	3.2e-08	44.9
APL49444.1	1.6e-168	573.3	0.0018	29.2
AZG97107.1	1.7e-168	573.2	4.6e-07	41.1
APK25162.1	1.8000000000000002e-168	573.2	0.0031	28.5
APL51477.1	1.8000000000000002e-168	573.2	0.0031	28.5
QAU67321.1	1.8000000000000002e-168	573.2	0.0031	28.5
ULK69287.1	1.8000000000000002e-168	573.2	0.0031	28.5
ULK80461.1	1.8000000000000002e-168	573.2	0.0031	28.5
AUV28793.1	1.8000000000000002e-168	573.1	0.00037	31.5
QLS37267.1	1.8000000000000002e-168	573.1	0.00037	31.5
QLV38430.1	1.8000000000000002e-168	573.1	0.00037	31.5
QLV90019.1	1.8000000000000002e-168	573.1	0.00037	31.5
QMA20625.1	1.8000000000000002e-168	573.1	0.00037	31.5
QMD55012.1	1.8000000000000002e-168	573.1	0.00037	31.5
ALL95895.1	1.9e-168	573.0	0.0021	29.1
AAN45109.1	2e-168	573.0	0.011	26.6
AAP19083.1	2e-168	573.0	0.011	26.6
ABF05914.1	2e-168	573.0	0.011	26.6
ADA75970.1	2e-168	573.0	0.011	26.6
AIL37997.1	2e-168	573.0	0.011	26.6
AIL42939.1	2e-168	573.0	0.011	26.6
AKK56090.1	2e-168	573.0	0.011	26.6
AMM77391.1	2e-168	573.0	0.011	26.6
AMN59924.1	2e-168	573.0	0.011	26.6
AMN64750.1	2e-168	573.0	0.011	26.6
ASQ55082.1	2e-168	573.0	0.011	26.6
ASQ58894.1	2e-168	573.0	0.011	26.6
ASQ61659.1	2e-168	573.0	0.011	26.6
ASQ80269.1	2e-168	573.0	0.011	26.6
ATH69802.1	2e-168	573.0	0.011	26.6
AXC58628.1	2e-168	573.0	0.011	26.6
AYV04873.1	2e-168	573.0	0.011	26.6
AZG49384.1	2e-168	573.0	0.011	26.6
CDX09061.1	2e-168	573.0	0.011	26.6
QBQ20705.1	2e-168	573.0	0.011	26.6
QCC33417.1	2e-168	573.0	0.011	26.6
QEO94173.1	2e-168	573.0	0.011	26.6
QGK14470.1	2e-168	573.0	0.011	26.6
QGU50733.1	2e-168	573.0	0.011	26.6
QGU58743.1	2e-168	573.0	0.011	26.6
QGU70741.1	2e-168	573.0	0.011	26.6
QGU74785.1	2e-168	573.0	0.011	26.6
QIY46131.1	2e-168	573.0	0.011	26.6
QKV82218.1	2e-168	573.0	0.011	26.6
QKW71971.1	2e-168	573.0	0.011	26.6
QKX20673.1	2e-168	573.0	0.011	26.6
QKX23376.1	2e-168	573.0	0.011	26.6
QLG54298.1	2e-168	573.0	0.011	26.6
UON88200.1	2e-168	573.0	0.011	26.6
UPR43940.1	2e-168	573.0	0.011	26.6
AUM06027.1	2e-168	573.0	0.0013	29.7
CAR10296.1	2e-168	573.0	0.0013	29.7
QJG10539.1	2e-168	573.0	0.0013	29.7
BAI33254.1	2.1000000000000002e-168	572.9	0.0026	28.7
QLR26445.1	2.2000000000000003e-168	572.9	0.00035	31.6
QLU53582.1	2.2000000000000003e-168	572.9	0.00035	31.6
ARV34558.1	2.2000000000000003e-168	572.9	0.00042	31.3
QGQ41478.1	2.4e-168	572.7	0.0022	29.0
QMD08724.1	2.5e-168	572.7	0.00044	31.3
QLK36127.1	2.5e-168	572.7	0.00067	30.7
APT64989.1	2.7e-168	572.5	0.0028	28.6
AUJ98082.1	2.8e-168	572.5	0.0045	28.0
AQZ88703.1	3.1e-168	572.4	0.0016	29.4
ARA05166.1	3.1e-168	572.4	0.0016	29.4
AUZ91130.1	3.4e-168	572.2	0.0057	27.6
ASB02039.1	3.5000000000000003e-168	572.2	1.1e-07	43.2
QOR43415.1	3.6000000000000004e-168	572.2	8e-08	43.6
UHD49810.1	3.6000000000000004e-168	572.2	8e-08	43.6
VEB80945.1	3.6000000000000004e-168	572.2	8e-08	43.6
ATX04813.1	3.7000000000000004e-168	572.1	0.00043	31.3
QNC63790.1	3.7000000000000004e-168	572.1	0.0094	26.9
QHD10289.1	3.8e-168	572.1	0.0063	27.5
ARX09412.1	3.8e-168	572.1	6.5e-06	37.3
AGS61616.1	3.9e-168	572.1	1e-06	40.0
QCV15393.1	4e-168	572.0	0.0018	29.3
QFV07230.1	4.4000000000000005e-168	571.9	5.9e-06	37.5
QAA00370.1	5.100000000000001e-168	571.7	0.00044	31.3
AZH06931.1	5.4e-168	571.6	4.9e-06	37.7
QPI77517.1	5.4e-168	571.6	4.9e-06	37.7
QPI91503.1	5.4e-168	571.6	4.9e-06	37.7
QPI94916.1	5.4e-168	571.6	4.9e-06	37.7
QPI99711.1	5.4e-168	571.6	4.9e-06	37.7
QPJ01739.1	5.4e-168	571.6	4.9e-06	37.7
QKG47351.1	5.4e-168	571.6	5.9e-06	37.4
QLR16823.1	5.5e-168	571.5	0.00044	31.3
QIF46728.1	5.6e-168	571.5	9.1e-07	40.1
QNC55846.1	5.9e-168	571.5	0.04	24.8
QLR65007.1	5.9e-168	571.4	0.00046	31.2
QLW57444.1	5.9e-168	571.4	0.00046	31.2
QLW62353.1	5.9e-168	571.4	0.00046	31.2
QLZ28385.1	5.9e-168	571.4	0.00046	31.2
QMA30107.1	5.9e-168	571.4	0.00046	31.2
QMA34694.1	5.9e-168	571.4	0.00046	31.2
QLS97113.1	6.000000000000001e-168	571.4	0.00065	30.7
QLT56484.1	6.000000000000001e-168	571.4	0.00065	30.7
QLU32765.1	6.000000000000001e-168	571.4	0.00065	30.7
QLZ80734.1	6.000000000000001e-168	571.4	0.00065	30.7
QMR52748.1	6.000000000000001e-168	571.4	0.00065	30.7
QTR57291.1	6.700000000000001e-168	571.3	1.1e-05	36.5
ALE20800.1	7.8e-168	571.1	3.5e-07	41.5
AND14818.1	7.8e-168	571.1	3.5e-07	41.5
QGM63644.1	7.8e-168	571.1	3.5e-07	41.5
QGM70605.1	7.8e-168	571.1	3.5e-07	41.5
QJB71636.1	7.8e-168	571.1	3.5e-07	41.5
QKV31000.1	7.8e-168	571.1	3.5e-07	41.5
QYH20620.1	7.8e-168	571.1	3.5e-07	41.5
QXF36056.1	8.800000000000001e-168	570.9	0.0023	28.9
UJD77896.1	8.800000000000001e-168	570.9	0.0023	28.9
ARC43861.1	9.1e-168	570.8	0.00064	30.8
APR33957.1	1e-167	570.7	0.00069	30.6
QIF11494.1	1.2000000000000002e-167	570.4	0.0019	29.2
QES79292.1	1.3000000000000001e-167	570.3	1.2e-06	39.7
QKG39523.1	1.3000000000000001e-167	570.3	1.2e-06	39.7
QEG43985.1	1.7000000000000002e-167	569.9	1.3e-06	39.6
QGM67231.1	1.7000000000000002e-167	569.9	1.4e-06	39.5
QSI20708.1	1.9000000000000002e-167	569.8	1.7e-07	42.5
QUY06235.1	1.9000000000000002e-167	569.8	1.7e-07	42.5
AWF42784.1	2.5e-167	569.4	6.3e-05	34.1
QLO87037.1	3e-167	569.1	0.0017	29.4
QLX42469.1	3e-167	569.1	0.0017	29.4
ASE43568.1	3.7e-167	568.8	6.8e-05	34.0
CAE17230.1	4.4e-167	568.6	0.0042	28.1
ADQ89974.1	5.4e-167	568.3	4.3e-05	34.6
AUT93407.1	5.4e-167	568.3	4.3e-05	34.6
AKH65801.1	6.3e-167	568.1	0.00072	30.6
QJG59853.1	7.700000000000001e-167	567.8		
QIG04194.1	7.700000000000001e-167	567.8	2.4e-07	42.0
QEK46535.1	7.9e-167	567.7	1.9e-05	35.8
QQZ19852.1	9.7e-167	567.5	4.6e-06	37.8
QQZ23584.1	9.7e-167	567.5	4.6e-06	37.8
AWK44646.1	9.8e-167	567.4	0.0072	27.3
AXG45363.1	9.8e-167	567.4	0.0072	27.3
AXG49973.1	9.8e-167	567.4	0.0072	27.3
VEC62022.1	1e-166	567.4	0.0075	27.2
QGG16043.1	1.0999999999999999e-166	567.3	0.0041	28.1
AIU71160.1	1.0999999999999999e-166	567.3	0.0058	27.6
QED79863.1	1.0999999999999999e-166	567.2		
UDN36114.1	1.0999999999999999e-166	567.2	0.00011	33.2
QAV25202.1	1.4e-166	566.9	2.8e-07	41.8
CAQ86451.1	1.7e-166	566.6	0.0063	27.5
AVA38511.1	2.1e-166	566.3	1.3e-06	39.6
QIF96558.1	3.8e-166	565.5		
AJZ87583.1	4.2e-166	565.4	0.0047	27.9
QTL39827.1	6.3e-166	564.8	6.7e-06	37.3
CDG15842.1	6.599999999999999e-166	564.7	5.1e-06	37.7
QIG00187.1	9.499999999999999e-166	564.2	1.3e-05	36.3
VTP79829.1	1.1000000000000002e-165	564.0	0.0058	27.6
AWV43158.1	2.1000000000000002e-165	563.1	0.00049	31.1
QIP54180.1	2.1000000000000002e-165	563.1	0.0041	28.1
CDM92042.1	3.0000000000000003e-165	562.5	4.9e-06	37.7
QBJ31484.1	3.5e-165	562.3	0.0015	29.5
QIX95721.1	5.500000000000001e-165	561.7	0.049	24.5
QSW35614.1	5.8e-165	561.6	0.0015	29.5
QWW79464.1	5.8e-165	561.6	0.0015	29.5
QPN90552.1	8.300000000000001e-165	561.1	0.0006	30.8
CBJ83456.1	9.7e-165	560.9	4.5e-05	34.6
AOM41755.1	1.5000000000000002e-164	560.2	5.9e-07	40.8
AMH17314.1	7.400000000000001e-164	558.0	0.0047	27.9
AYA41538.1	1.3e-163	557.2	0.00018	32.6
QNJ35926.1	1.3e-163	557.2	0.00018	32.6
AJR01464.1	1.8e-163	556.7	0.0025	28.8
QQE42711.1	1.9e-163	556.6	0.0021	29.0
UBM40983.1	2.8e-163	556.1	0.021	25.8
ULK60587.1	5.100000000000001e-162	551.9	1.3e-05	36.4
AWS55927.1	8.600000000000001e-162	551.2	8.2e-08	43.6
QHA68887.1	8.600000000000001e-162	551.2	8.2e-08	43.6
QIF92396.1	1.2e-161	550.7		
ANC40028.1	1.4000000000000002e-161	550.5	0.0033	28.4
QRG79242.1	2.7000000000000003e-161	549.5	0.41	21.5
AYY82526.1	4.5000000000000004e-161	548.8	0.0022	29.0
AUU37137.1	5.9e-161	548.4	1.6e-07	42.6
ATM98909.1	2.1e-159	543.3	0.0035	28.3
QHN08976.1	3.4e-159	542.6	0.00016	32.7
QPB77898.1	3.2000000000000004e-158	539.4	5.9e-06	37.4
QQP23905.1	3.2000000000000004e-158	539.4	5.9e-06	37.4
QHG54237.1	1.4e-157	537.3	0.0025	28.8
QGW01501.1	2.2e-157	536.6	0.08	23.8
QIF91479.1	2.2e-157	536.6	0.08	23.8
UPK81165.1	1.2e-156	534.2	1.6e-05	36.0
QIF67871.1	1.9e-155	530.2	6.4	17.6
BBR56824.1	2e-155	530.2		
BBS89585.1	2e-155	530.2		
BBS94607.1	2e-155	530.2		
BBS99637.1	2e-155	530.2		
BBT68896.1	2e-155	530.2		
BBQ81656.1	2e-155	530.2		
QNP21709.1	2.7000000000000002e-155	529.8	8.3	17.2
QKG46902.1	5e-155	528.9	3.4	18.5
QNN33143.1	5e-155	528.9	3.4	18.5
QZY64413.1	6.4e-155	528.5		
AWS49954.1	9.7e-155	527.9		
UEK59517.1	9.8e-155	527.9		
BBV06453.1	1e-154	527.9	0.36	21.7
UPS62865.1	1.9e-154	527.0		
QPE17536.1	3.3e-154	526.2		
BBU99408.1	3.3e-154	526.2		
BBV14379.1	3.3e-154	526.2		
UDQ67307.1	1.6e-153	523.9		
QXX81950.1	2e-153	523.6		
CDG23224.1	2.6999999999999997e-151	516.6	2.8e-05	35.2
UBX29236.1	6.2e-151	515.4	0.00012	33.2
AMG67640.1	3.2e-150	513.1	7.7e-05	33.8
QIB31983.1	3.3e-150	513.0	0.00011	33.3
AVL41801.1	5.7e-150	512.2	0.0008	30.4
APG51958.1	5.8e-150	512.2	0.00079	30.4
QET98356.1	5.8e-150	512.2	0.00079	30.4
UQZ11969.1	5.9e-150	512.2	0.0018	29.3
AVE41725.1	6e-150	512.1	0.00026	32.0
BBV10490.1	6e-150	512.1	0.00026	32.0
QUC25811.1	6e-150	512.1	0.00026	32.0
QPN40550.1	7.4e-150	511.8	0.00034	31.7
AIN65105.1	1.2e-149	511.2	0.00021	32.3
QBY42230.1	1.5e-149	510.9	0.012	26.5
AXO19330.1	4.7e-149	509.2	0.00013	33.0
VEH57155.1	2.5e-148	506.8	2.7	18.8
CAG9434898.1	5.3e-147	502.4	0.055	24.4
CAG9434065.1	1.4e-146	501.1		
CAG9433187.1	1.9e-146	500.7	0.092	23.6
QCT19259.1	4.7e-146	499.3	1.1e-06	39.8
AMA64718.1	4.3000000000000006e-145	496.2	0.011	26.7
CBA75604.1	6.3e-145	495.6	0.0086	27.0
QOV63973.1	4.5e-144	492.8	5.9e-05	34.2
SKC12593.1	4.8e-144	492.7	0.00056	30.9
AGN86292.1	1e-141	485.1	0.0036	28.3
VEA74374.1	2e-134	461.0	4.8e-05	34.4
UNH27244.1	1e-133	458.7		
UNH30719.1	2.8000000000000003e-133	457.3		
AIQ98992.2	1.3e-128	441.9		
CAG9431532.1	3.4e-126	433.9	3.8e-06	38.1
CAG9434597.1	3.4e-126	433.9	3.8e-06	38.1
CAG9434704.1	3.4e-126	433.9	3.8e-06	38.1
CAG9435110.1	3.4e-126	433.9	3.8e-06	38.1
CAG9435187.1	3.4e-126	433.9	3.8e-06	38.1
BDH20566.1	7.900000000000001e-125	429.4	6.6	17.5
BBU98297.1	3.0000000000000002e-123	424.2	0.071	24.0
VEA58861.1	1.2e-119	412.3	7.5e-06	37.1
AFH94011.1	3.3e-119	410.9	0.1	23.5
QGX93032.1	1.4000000000000001e-117	405.6	3.9	18.3
CBJ88256.1	1.0999999999999998e-105	366.3	0.0019	29.2
VDZ75957.1	1.3e-103	359.6		
SQI19283.1	1.5e-89	313.2		
UQQ18499.1	1.9000000000000002e-74	263.5		
QQQ31743.1	5.1000000000000005e-74	262.1	3.0	18.7
BBP15277.1	8.8e-74	261.3	2.5	18.9
BBP22249.1	8.8e-74	261.3	2.5	18.9
BBP32830.1	8.8e-74	261.3	2.5	18.9
BCG40544.1	8.8e-74	261.3	2.5	18.9
VEA58862.1	1.5999999999999999e-55	201.1		
SQI19282.1	4.2999999999999994e-55	199.7	6.5	17.5
AMJ34159.1	1.1999999999999998e-53	195.0		
QQQ31742.1	2.4e-48	177.5		
VDZ75956.1	5.8e-48	176.3	2.5	18.9
CBJ88254.1	7.100000000000001e-48	176.0		
VEA74375.1	2e-38	144.9		
QWD91076.1	8.2e-34	129.7		
AOY01025.1	2.9000000000000002e-30	118.0	4.9e-16	70.7
QWD14755.1	8.6e-25	99.9		
AOH47182.1	4.8e-15	67.8	1.9e-30	118.1
AEH44571.1	7e-15	67.3	1.7e-40	151.3
ADO76420.1	7.5e-15	67.2	1.1000000000000002e-28	112.3
QAR33888.1	1.6e-14	66.1	5.2e-34	129.9
ADL13650.1	2.8e-14	65.3	1.0000000000000001e-24	99.3
UQT42767.1	4.9e-14	64.5	2.2e-32	124.5
AZO93927.1	8.7e-14	63.7	6.3e-24	96.7
BBG66527.1	7.6e-12	57.3	6.5e-27	106.5
QAA31156.1	1.2e-11	56.6	4.3e-38	143.4
ADD69495.1	1.6e-11	56.2	3.1e-36	137.2
CEN56347.1	5e-11	54.6	2.0000000000000002e-23	95.0
AQZ97741.1	1.4e-10	53.2	1.7e-23	95.2
AKT53887.1	5.3e-10	51.2	1.1e-29	115.7
UBM63622.1	6.2e-10	51.0	3.2000000000000003e-23	94.3
BBF11544.1	7e-10	50.8	4.4e-103	357.5
VEI53449.1	7e-10	50.8	4.4e-103	357.5
UOF02261.1	8.5e-10	50.6	2.1e-23	94.9
AKJ69001.1	1.4e-09	49.9	1.2e-27	108.9
APR96537.1	1.4e-09	49.9	1.2e-27	108.9
QVY61318.1	1.5e-09	49.8	1.1e-23	95.8
BBF09765.1	1.6e-09	49.7	4.3e-103	357.5
QNH54684.1	2.1e-09	49.3	2.6999999999999997e-25	101.2
QFG54620.1	3e-09	48.7	4e-103	357.6
QOR25943.1	3e-09	48.7	4e-103	357.6
AME04729.1	4.7e-09	48.1	8.1e-30	116.1
AXL22108.1	5.4e-08	44.6	2.4e-23	94.8
ABQ98851.1	6.4e-08	44.4	2.4e-103	358.3
BBE95860.1	6.4e-08	44.4	2.4e-103	358.3
BBE97541.1	6.4e-08	44.4	2.4e-103	358.3
BBE99362.1	6.4e-08	44.4	2.4e-103	358.3
AGB42268.1	1.6e-07	43.1	2.8e-27	107.7
ACL70634.1	3.3e-07	42.0	1.7e-23	95.3
ASS50826.1	5.2e-07	41.4	2.7999999999999998e-24	97.8
QKH35953.1	6.1e-07	41.2	8.1e-73	257.8
UOA10750.1	7.1e-07	40.9	3.7e-24	97.4
UPL21888.1	8.2e-07	40.7	1.3e-86	303.2
ADI30393.1	1.2e-06	40.2	9.999999999999999e-27	105.8
QIC60668.1	1.2e-06	40.1	5.1e-48	176.0
UHL63231.1	1.3e-06	40.1	2.7e-116	401.0
AIO41415.1	1.7e-06	39.7	3.2e-52	189.9
QTO42247.1	1.7e-06	39.7	3.2e-52	189.9
QTO47591.1	1.7e-06	39.7	3.2e-52	189.9
AJX18106.1	1.8e-06	39.6	1.7e-51	187.5
QHE87332.1	3.1e-06	38.8	8.3e-26	102.9
AEA59144.1	3.1e-06	38.8	3.9e-50	183.0
AYZ67141.1	3.2e-06	38.8	1.9e-50	184.1
QBM29627.1	4.5e-06	38.3	1.8999999999999998e-24	98.4
ADW18955.1	4.6e-06	38.3	5e-35	133.2
ANU65635.1	5.3e-06	38.1	3.1e-23	94.4
URV25283.1	5.9e-06	37.9	3.4e-50	183.2
AMO25129.1	6.2e-06	37.8	4.9e-28	110.2
BBP46618.1	7.6e-06	37.6	6.6e-35	132.9
AYQ87172.1	7.6e-06	37.6	2.5e-50	183.7
QIZ83922.1	7.7e-06	37.5	2.3e-57	206.9
QRF89069.1	7.7e-06	37.5	1.1e-89	313.3
AJW97151.1	8.4e-06	37.4	3e-50	183.4
ASD77946.1	8.4e-06	37.4	3e-50	183.4
AWY53142.1	8.4e-06	37.4	3e-50	183.4
ACL23093.1	9.5e-06	37.2	1.5e-23	95.4
QIL45256.1	1.3e-05	36.8	1.4000000000000002e-23	95.5
CAG5078066.1	1.4e-05	36.7	4.4e-29	113.7
UPZ17864.1	1.4e-05	36.7	5.7e-23	93.5
AGI33645.1	1.7e-05	36.4	7.4e-100	346.9
AGI34443.1	1.7e-05	36.4	7.4e-100	346.9
BAS67681.1	2.2e-05	36.1	1.3e-64	230.7
BBB15030.1	2.7e-05	35.8	4.500000000000001e-28	110.3
ABX14660.1	3e-05	35.6	8.8e-51	185.1
AYY97892.1	3e-05	35.6	8.8e-51	185.1
BAG44190.1	3e-05	35.6	8.8e-51	185.1
QGR94702.1	3e-05	35.6	8.8e-51	185.1
ABM17877.1	3.3e-05	35.5	2.1e-53	193.8
QKK01874.1	3.3e-05	35.4	4.5e-73	258.6
ARO87855.1	3.4e-05	35.4	3.5e-33	127.1
CAE79546.1	4.6e-05	35.0	6.6e-25	99.9
BBL56909.1	4.6e-05	35.0	2.2e-51	187.1
ABB74732.1	5e-05	34.9	3.2e-30	117.4
AYR20611.1	5.1e-05	34.8	1.6e-84	296.3
ANE57560.1	6.2e-05	34.5	7.999999999999999e-56	201.8
BBL22718.1	8.4e-05	34.1	3.2000000000000003e-23	94.3
QHS37746.1	8.8e-05	34.1	2.9e-85	298.8
QFS85807.1	9.2e-05	34.0	6e-53	192.3
